,job_name,norm_job_submit_time,gpu_milli,ddl,A100,GTX2080Ti,V100
475,openb-pod-1442,0,470,17619.0,9389.0,16690,22966
476,openb-pod-7568,0,460,inf,1080.0,1559,2745
477,openb-pod-4686,0,220,inf,21304.0,32435,52902
478,openb-pod-2549,0,160,inf,1301.0,2399,3383
479,openb-pod-7053,0,160,inf,28306.0,53882,70162
480,openb-pod-4310,0,320,inf,2563.0,4549,6364
481,openb-pod-1239,0,480,inf,6260.0,12222,15168
482,openb-pod-4474,0,320,8319.0,4380.0,7844,10524
483,openb-pod-6308,0,470,inf,4572.0,8133,11047
484,openb-pod-7983,0,320,inf,1013.0,1614,2489
485,openb-pod-6643,0,320,inf,65758.0,126647,159100
486,openb-pod-4496,0,810,inf,75663.0,114122,191315
487,openb-pod-7737,0,460,inf,1200.0,1953,3044
488,openb-pod-1267,0,160,inf,1302.0,2266,3302
489,openb-pod-6851,0,320,inf,2818.0,4130,7076
490,openb-pod-7724,0,220,inf,1129.0,1943,2733
491,openb-pod-2369,0,320,inf,1569.0,2907,4121
492,openb-pod-1225,0,320,inf,4379.0,7354,10685
493,openb-pod-4789,0,470,inf,5058.0,8771,13393
494,openb-pod-4872,0,650,inf,1772.0,2904,4424
495,openb-pod-2597,0,650,1826.0,1451.0,2409,3804
496,openb-pod-2950,0,320,inf,2818.0,5058,7442
497,openb-pod-3809,0,650,inf,2543.0,4696,6530
498,openb-pod-4029,0,460,inf,70080.0,133064,178178
499,openb-pod-1101,0,460,inf,1080.0,1725,2727
500,openb-pod-1372,0,320,inf,3660.0,5574,9537
501,openb-pod-2475,0,320,inf,4837.0,8071,11704
502,openb-pod-6663,0,650,inf,12507.0,21368,33233
503,openb-pod-7389,0,470,1958.0,1561.0,2702,4026
504,openb-pod-6194,0,230,5189.0,2586.0,4434,6420
505,openb-pod-5363,0,470,inf,1967.0,2811,5083
506,openb-pod-2845,0,320,inf,18457.0,35253,48486
507,openb-pod-5946,0,320,inf,1067.0,1640,2649
508,openb-pod-5500,0,650,inf,1037.0,1504,2582
509,openb-pod-6246,0,650,inf,11380.0,22687,28964
510,openb-pod-6166,0,320,inf,6427.0,10701,16868
511,openb-pod-4946,0,320,inf,3221.0,5365,8398
512,openb-pod-6742,0,220,inf,21304.0,32517,52406
513,openb-pod-5639,0,230,inf,1213.0,1903,3045
514,openb-pod-4344,0,320,inf,19302.0,38077,51026
515,openb-pod-7413,0,470,inf,2368.0,3513,5880
516,openb-pod-1793,0,320,inf,1775.0,2711,4483
517,openb-pod-5105,0,460,inf,1855.0,2796,4688
518,openb-pod-5710,0,480,inf,11116.0,19419,27566
519,openb-pod-4452,0,230,inf,17654.0,28265,46259
520,openb-pod-2437,0,320,inf,8098.0,11613,20044
521,openb-pod-4584,0,160,inf,27916.0,53838,68850
522,openb-pod-5857,0,810,inf,79992.0,113093,202264
523,openb-pod-7976,0,320,inf,4505.0,7904,10975
524,openb-pod-6743,0,460,2272.0,1021.0,1478,2638
525,openb-pod-5762,0,320,inf,1359.0,1975,3597
526,openb-pod-5324,0,320,inf,12198.0,17153,29963
527,openb-pod-3771,0,470,inf,11841.0,23116,29297
528,openb-pod-3734,0,650,inf,1904.0,3052,4897
529,openb-pod-2258,0,370,inf,4972.0,9606,12075
530,openb-pod-3182,0,460,inf,291826.0,473917,745642
531,openb-pod-7947,0,220,inf,20827.0,29175,52559
532,openb-pod-6394,0,220,inf,8831.0,13060,22376
533,openb-pod-4513,0,650,inf,3655.0,6247,9105
534,openb-pod-1845,0,160,inf,6486.0,10874,16027
535,openb-pod-5907,0,160,inf,26313.0,44307,66705
536,openb-pod-5034,0,220,inf,9928.0,14751,25697
537,openb-pod-2444,0,230,5900.0,2586.0,4974,6774
538,openb-pod-2289,0,320,inf,30535.0,43360,78764
539,openb-pod-7067,0,220,inf,72698.0,101996,188265
540,openb-pod-6232,0,230,inf,1180.0,1873,2951
541,openb-pod-5839,0,320,inf,3855.0,7396,9737
542,openb-pod-3998,0,470,inf,9518.0,17731,25170
543,openb-pod-6267,0,470,inf,3847.0,7452,9756
544,openb-pod-5323,0,810,inf,114715.0,178610,296246
545,openb-pod-6798,0,810,inf,79992.0,139672,206273
546,openb-pod-4448,0,320,inf,25974.0,43565,68424
547,openb-pod-6628,0,110,inf,4177.0,6499,10517
548,openb-pod-4000,0,460,inf,2578.0,4052,6548
549,openb-pod-7884,0,320,inf,2536.0,4524,6357
550,openb-pod-6813,0,650,inf,3197.0,4692,8301
551,openb-pod-4024,0,320,inf,4916.0,9776,12306
552,openb-pod-4830,0,160,inf,6486.0,10018,16775
553,openb-pod-4984,0,460,inf,3425986.0,4841688,8990316
554,openb-pod-4626,0,320,inf,5523.0,8472,14541
555,openb-pod-7407,0,320,inf,2563.0,4719,6484
556,openb-pod-4125,0,810,inf,187120.0,301515,494311
557,openb-pod-7758,0,320,inf,19302.0,30198,48963
558,openb-pod-7574,0,470,inf,11356.0,16975,29989
559,openb-pod-3167,0,470,inf,7721.0,14523,19819
560,openb-pod-1770,0,470,inf,4103.0,6315,10330
561,openb-pod-8046,0,320,inf,20489.0,33799,50715
562,openb-pod-3274,0,220,inf,18296.0,35732,45859
563,openb-pod-2747,0,470,inf,1561.0,2563,3916
564,openb-pod-2016,0,460,inf,2039.0,3654,5320
565,openb-pod-7065,0,460,inf,1499.0,2922,3782
566,openb-pod-2957,0,650,inf,1661.0,3187,4242
567,openb-pod-6749,0,460,inf,2371.0,3643,6046
568,openb-pod-3910,0,230,inf,12674.0,23918,31938
569,openb-pod-2767,0,470,inf,1020.0,1631,2678
570,openb-pod-4876,0,470,inf,4192.0,7886,10717
571,openb-pod-7850,0,320,inf,4916.0,7262,12151
572,openb-pod-5485,0,470,inf,1710.0,2581,4419
573,openb-pod-2468,0,220,inf,1106.0,2100,2737
574,openb-pod-7351,0,470,inf,1213.0,1891,2969
575,openb-pod-8100,0,470,8910.0,3007.0,4353,7384
576,openb-pod-1737,0,320,inf,2536.0,4113,6544
577,openb-pod-4289,0,650,inf,1566.0,2193,3963
578,openb-pod-1864,0,470,6004811.0,3238910.0,5507982,8234207
579,openb-pod-4255,0,470,inf,1182.0,1947,2952
580,openb-pod-8119,0,650,inf,1062.0,1725,2664
581,openb-pod-7663,0,460,inf,5758.0,8661,14052
582,openb-pod-2492,0,650,inf,4222.0,8050,10452
583,openb-pod-5275,0,460,inf,2580.0,5106,6409
584,openb-pod-2257,0,320,11712.0,4248.0,6639,10665
585,openb-pod-3033,0,320,inf,48850.0,80143,124967
586,openb-pod-1844,0,470,inf,5463.0,10474,14203
587,openb-pod-3515,0,470,inf,9389.0,17351,24129
588,openb-pod-3114,0,320,inf,5673.0,11198,14006
589,openb-pod-2809,0,160,inf,1135.0,1859,2814
590,openb-pod-4870,0,460,inf,291826.0,541524,735822
591,openb-pod-1454,0,460,inf,1499.0,2565,3645
592,openb-pod-5415,0,320,inf,3221.0,6430,7962
593,openb-pod-6029,0,470,inf,1182.0,2260,3103
594,openb-pod-7802,0,470,inf,1313.0,2506,3221
595,openb-pod-2001,0,320,inf,1974.0,2832,5166
596,openb-pod-4625,0,470,inf,1710.0,2711,4323
597,openb-pod-6987,0,650,inf,1539.0,2814,3969
598,openb-pod-1558,0,230,17865.0,6936.0,13691,17067
599,openb-pod-7566,0,470,inf,1020.0,1811,2677
600,openb-pod-2059,0,320,inf,25559.0,42813,62619
601,openb-pod-7326,0,320,inf,3221.0,4591,7888
602,openb-pod-4730,0,650,4016.0,3126.0,5553,8307
603,openb-pod-3400,0,810,inf,44849.0,65069,108336
604,openb-pod-5843,0,320,10668.0,5641.0,8511,13679
605,openb-pod-3871,0,320,13624.0,6005.0,9482,14482
606,openb-pod-2667,0,320,inf,12549.0,23671,32687
607,openb-pod-2039,0,470,inf,10618.0,17936,27846
608,openb-pod-2241,0,320,inf,2536.0,4836,6423
609,openb-pod-5171,0,320,inf,16793.0,28717,44136
610,openb-pod-6719,0,320,inf,5410.0,9559,13078
611,openb-pod-7427,0,320,inf,27409.0,51759,70861
612,openb-pod-2664,0,230,inf,7102.0,14112,17225
613,openb-pod-4359,0,320,75343.0,31053.0,52013,80174
614,openb-pod-2148,0,470,inf,2828.0,4619,7355
615,openb-pod-6983,0,320,inf,1148.0,2270,2853
616,openb-pod-1408,0,320,inf,1564.0,2255,3975
617,openb-pod-4153,0,650,inf,1190.0,1987,2975
618,openb-pod-6824,0,160,inf,1256.0,1930,3275
619,openb-pod-5189,0,160,2661.0,1135.0,1872,2953
620,openb-pod-2753,0,320,inf,1001.0,1505,2438
621,openb-pod-1857,0,220,inf,13778.0,26534,36191
622,openb-pod-4758,0,650,inf,1414.0,2802,3519
623,openb-pod-8061,0,470,inf,10504.0,15853,25712
624,openb-pod-6009,0,650,inf,2530.0,4836,6570
625,openb-pod-1523,0,230,3453.0,1213.0,1941,2980
626,openb-pod-2577,0,470,inf,1567.0,2646,3952
627,openb-pod-5362,0,320,inf,5613.0,10465,14724
628,openb-pod-6209,0,110,inf,5577.0,9952,13638
629,openb-pod-1281,0,460,inf,1855.0,3107,4631
630,openb-pod-1561,0,650,inf,1327.0,2339,3422
631,openb-pod-5535,0,320,inf,1736.0,2786,4558
632,openb-pod-1105,0,220,inf,14230.0,24344,36988
633,openb-pod-5578,0,160,inf,36275.0,71674,95885
634,openb-pod-4338,0,230,3088.0,1095.0,1839,2742
635,openb-pod-4420,0,160,inf,3189.0,4975,7985
636,openb-pod-7354,0,230,inf,1010.0,1819,2565
637,openb-pod-4238,0,230,inf,2524.0,4195,6199
638,openb-pod-3545,0,470,inf,10371.0,16866,25036
639,openb-pod-5821,0,330,inf,9663.0,16919,23196
640,openb-pod-2361,0,220,inf,72698.0,142982,183560
641,openb-pod-7116,0,220,inf,10704.0,15694,26580
642,openb-pod-3884,0,320,inf,2529.0,4134,6575
643,openb-pod-1618,0,810,inf,39216.0,63582,97754
644,openb-pod-6605,0,320,inf,23097.0,37717,59952
645,openb-pod-7794,0,470,inf,2828.0,4097,6981
646,openb-pod-6853,0,470,4941.0,4021.0,6776,10531
647,openb-pod-7593,0,470,inf,2031.0,2956,5208
648,openb-pod-1592,0,160,inf,4445.0,7039,11614
649,openb-pod-1722,0,110,inf,4342.0,6890,11284
650,openb-pod-1961,0,320,inf,8146.0,14804,20461
651,openb-pod-2594,0,470,inf,9688.0,18998,24957
652,openb-pod-3905,0,470,inf,1109.0,1999,2855
653,openb-pod-1797,0,650,inf,1904.0,3121,4679
654,openb-pod-6435,0,650,inf,2708.0,4879,7150
655,openb-pod-4085,0,320,inf,1201.0,2084,3181
656,openb-pod-5107,0,810,inf,35380.0,61629,91826
657,openb-pod-5052,0,50,48916.0,28616.0,40347,76025
658,openb-pod-8069,0,320,inf,1050.0,1762,2786
659,openb-pod-6343,0,320,inf,14929.0,27402,38295
660,openb-pod-4981,0,320,inf,4905.0,8143,12199
661,openb-pod-7829,0,220,inf,13778.0,23894,36291
662,openb-pod-6468,0,160,inf,1411.0,2525,3568
663,openb-pod-7653,0,470,inf,3195.0,5289,7797
664,openb-pod-3104,0,320,inf,1308.0,2577,3463
665,openb-pod-5629,0,470,19756.0,10823.0,16743,26229
666,openb-pod-4477,0,160,5801.0,3708.0,5392,9235
667,openb-pod-7129,0,470,inf,3333.0,5172,8359
668,openb-pod-1412,0,460,inf,1692.0,3206,4388
669,openb-pod-6483,0,810,inf,31817.0,62003,80199
670,openb-pod-2308,0,230,inf,1991.0,3475,5086
671,openb-pod-6337,0,320,inf,6439.0,12186,15642
672,openb-pod-4387,0,460,inf,1528.0,3006,3868
673,openb-pod-6282,0,460,inf,7799.0,11191,20034
674,openb-pod-7435,0,650,inf,1728.0,3211,4581
675,openb-pod-2455,0,470,inf,8999.0,14004,23434
676,openb-pod-5816,0,650,inf,1281.0,2417,3092
677,openb-pod-6693,0,460,inf,11939.0,17448,30014
678,openb-pod-4009,0,160,5868.0,2220.0,4121,5345
679,openb-pod-1430,0,230,inf,1095.0,1805,2873
680,openb-pod-3498,0,320,inf,2096.0,3567,5038
681,openb-pod-2567,0,320,inf,11810.0,19338,29671
682,openb-pod-7475,0,470,inf,7026.0,13245,18607
683,openb-pod-1642,0,320,inf,1051.0,2019,2550
684,openb-pod-5756,0,650,inf,1727.0,3377,4198
685,openb-pod-7279,0,160,inf,3036.0,5562,7992
686,openb-pod-2756,0,230,inf,1095.0,1617,2727
687,openb-pod-3873,0,650,inf,2849.0,4790,6853
688,openb-pod-5746,0,320,inf,1456.0,2735,3725
689,openb-pod-3351,0,320,4190.0,3118.0,5830,7605
690,openb-pod-8095,0,470,inf,6372.0,10623,15665
691,openb-pod-5214,0,320,inf,1126.0,2031,2833
692,openb-pod-6012,0,220,inf,7240.0,10976,18777
693,openb-pod-4733,0,110,inf,22724.0,33580,56300
694,openb-pod-7890,0,220,inf,6131.0,10032,16161
695,openb-pod-3621,0,160,inf,2701.0,4638,6559
696,openb-pod-2972,0,110,inf,22724.0,33953,58917
697,openb-pod-2331,0,320,inf,1509.0,2881,3776
698,openb-pod-2850,0,220,inf,10704.0,18910,26637
699,openb-pod-7108,0,220,inf,18296.0,33949,44368
700,openb-pod-1656,0,650,inf,1216.0,2381,3089
701,openb-pod-3438,0,320,inf,14776.0,25050,38654
702,openb-pod-3042,0,460,inf,66163.0,95643,164312
703,openb-pod-2527,0,470,inf,1411.0,2785,3434
704,openb-pod-1517,0,320,inf,1984.0,3140,4877
705,openb-pod-5914,0,110,inf,3614.0,6591,9527
706,openb-pod-7614,0,470,inf,6271.0,8916,15700
707,openb-pod-3428,0,460,6693.0,2931.0,4947,7651
708,openb-pod-6706,0,220,inf,10228.0,19162,25778
709,openb-pod-2424,0,320,inf,2305.0,3777,6046
710,openb-pod-5332,0,650,inf,13079.0,25665,34309
711,openb-pod-3505,0,320,inf,20489.0,29148,49929
712,openb-pod-5176,0,160,inf,15330.0,28538,39474
713,openb-pod-5166,0,320,inf,1518.0,2759,3967
714,openb-pod-3489,0,320,inf,4939.0,8348,12106
715,openb-pod-1140,0,810,inf,46608.0,71153,123660
716,openb-pod-6422,0,320,inf,10811.0,20265,28598
717,openb-pod-7671,0,650,inf,1062.0,1570,2557
718,openb-pod-2234,0,110,inf,2598.0,3746,6773
719,openb-pod-3301,0,810,inf,44558.0,67249,110945
720,openb-pod-6640,0,50,inf,23497.0,34055,57989
721,openb-pod-3635,0,470,inf,3007.0,4431,7775
722,openb-pod-6716,0,160,42420.0,28306.0,46442,67966
723,openb-pod-3398,0,320,inf,3772.0,7058,9882
724,openb-pod-7665,0,650,inf,1661.0,2844,4185
725,openb-pod-7680,0,320,inf,2324.0,4290,5743
726,openb-pod-6874,0,460,inf,2931.0,5337,7650
727,openb-pod-1315,0,470,inf,3580.0,6629,9012
728,openb-pod-6221,0,470,inf,4494.0,8916,11739
729,openb-pod-1552,0,160,inf,26313.0,46338,69977
730,openb-pod-4723,0,460,inf,1796.0,3578,4563
731,openb-pod-7696,0,220,24263.0,14192.0,20160,35131
732,openb-pod-5563,0,470,inf,1295.0,2267,3285
733,openb-pod-5787,0,470,inf,13064.0,21902,32456
734,openb-pod-2598,0,470,inf,1350.0,2077,3468
735,openb-pod-3464,0,160,inf,3614.0,6396,9341
736,openb-pod-4118,0,650,3705.0,2120.0,3637,5142
737,openb-pod-4012,0,320,inf,8146.0,12722,21003
738,openb-pod-4582,0,110,inf,9059.0,16650,22739
739,openb-pod-7740,0,320,inf,6547.0,12164,15756
740,openb-pod-7194,0,160,inf,1411.0,2593,3391
741,openb-pod-6470,0,470,inf,37965.0,54773,97262
742,openb-pod-1323,0,320,inf,7443.0,13944,18339
743,openb-pod-7610,0,320,inf,1974.0,3597,4922
744,openb-pod-1826,0,470,inf,3184.0,5709,7660
745,openb-pod-7639,0,470,inf,1607.0,2305,3988
746,openb-pod-1673,0,650,inf,1377.0,2107,3357
747,openb-pod-2881,0,110,inf,9409.0,15919,24634
748,openb-pod-2985,0,320,inf,6547.0,10218,16183
749,openb-pod-1908,0,110,inf,5577.0,10542,13495
750,openb-pod-3380,0,110,inf,8363.0,12285,20244
751,openb-pod-2418,0,470,inf,2479.0,4119,6339
752,openb-pod-4969,0,650,inf,1302.0,2455,3401
753,openb-pod-1181,0,320,inf,10084.0,15075,26228
754,openb-pod-4333,0,650,inf,1645.0,2580,4237
755,openb-pod-8062,0,470,inf,1063.0,1980,2821
756,openb-pod-5050,0,160,inf,20422.0,39073,50997
757,openb-pod-2365,0,320,inf,31053.0,56417,77825
758,openb-pod-2951,0,320,inf,1578.0,2426,4141
759,openb-pod-4103,0,470,inf,1958.0,3646,4918
760,openb-pod-7162,0,320,inf,1569.0,2319,3937
761,openb-pod-5414,0,230,inf,1213.0,2196,3171
762,openb-pod-3845,0,320,49058.0,19302.0,33167,49136
763,openb-pod-6752,0,650,inf,1453.0,2682,3643
764,openb-pod-6241,0,320,inf,6547.0,10881,16779
765,openb-pod-4413,0,470,inf,3580.0,6330,9379
766,openb-pod-5690,0,320,inf,11810.0,20391,30963
767,openb-pod-6683,0,650,inf,12507.0,22045,32973
768,openb-pod-5283,0,220,inf,13234.0,20725,33892
769,openb-pod-7826,0,320,inf,1013.0,1514,2622
770,openb-pod-3865,0,160,inf,8145.0,15823,21640
771,openb-pod-6116,0,470,inf,1967.0,2985,5044
772,openb-pod-2434,0,470,inf,7721.0,14243,19931
773,openb-pod-6347,0,220,inf,7337.0,14203,17746
774,openb-pod-4987,0,470,inf,10618.0,17036,25698
775,openb-pod-7848,0,810,inf,75954.0,142757,184001
776,openb-pod-4271,0,470,inf,23731.0,43732,61670
777,openb-pod-7561,0,470,inf,1448.0,2201,3658
778,openb-pod-6975,0,470,inf,3843.0,7093,9605
779,openb-pod-5744,0,320,inf,13204.0,19459,33732
780,openb-pod-3789,0,470,inf,1122.0,2159,2800
781,openb-pod-2242,0,160,inf,2427.0,4000,6084
782,openb-pod-3352,0,320,inf,1290.0,2453,3326
783,openb-pod-2886,0,810,inf,133432.0,195643,337504
784,openb-pod-7601,0,320,inf,10165.0,16470,25124
785,openb-pod-6544,0,650,2386.0,1190.0,2137,3057
786,openb-pod-1688,0,650,6974.0,2781.0,5148,7046
787,openb-pod-3678,0,320,inf,10165.0,15649,25448
788,openb-pod-8064,0,650,7958.0,3126.0,4911,8227
789,openb-pod-1731,0,160,inf,1389.0,2336,3474
790,openb-pod-5570,0,470,inf,4212.0,6081,10366
791,openb-pod-5342,0,650,inf,1245.0,1939,3087
792,openb-pod-4185,0,460,inf,982167.0,1603272,2364810
793,openb-pod-4986,0,160,inf,3036.0,5776,7786
794,openb-pod-5978,0,160,8099.0,3189.0,5904,8384
795,openb-pod-7513,0,320,inf,1569.0,2289,4046
796,openb-pod-7331,0,320,inf,10165.0,15905,24824
797,openb-pod-3670,0,220,inf,17388.0,33174,42464
798,openb-pod-1869,0,650,inf,1138.0,1724,2996
799,openb-pod-6345,0,470,inf,1339.0,1985,3352
800,openb-pod-4983,0,320,inf,15578.0,21851,38263
801,openb-pod-7346,0,320,inf,10597.0,21070,27032
802,openb-pod-7627,0,220,inf,7076.0,13659,18307
803,openb-pod-5720,0,220,inf,2026.0,3703,5090
804,openb-pod-2482,0,650,inf,1421.0,2466,3613
805,openb-pod-1337,0,460,20134400.0,12475899.0,22187163,32095317
806,openb-pod-2874,0,470,inf,13597.0,21728,33838
807,openb-pod-5847,0,160,inf,1256.0,2137,3326
808,openb-pod-5479,0,160,inf,2427.0,3501,6301
809,openb-pod-1725,0,650,inf,1217.0,2031,3077
810,openb-pod-6487,0,230,inf,2543.0,4438,6341
811,openb-pod-1903,0,650,inf,1245.0,2069,3095
812,openb-pod-4109,0,470,inf,10618.0,17661,28040
813,openb-pod-6713,0,320,inf,6668.0,9787,16994
814,openb-pod-5454,0,160,inf,2848.0,4235,7209
815,openb-pod-4543,0,460,inf,7799.0,12736,19734
816,openb-pod-2732,0,460,inf,1710.0,3331,4238
817,openb-pod-6525,0,470,inf,9389.0,17920,24696
818,openb-pod-3630,0,320,inf,1209.0,2211,3092
819,openb-pod-5088,0,320,inf,23299.0,41761,61811
820,openb-pod-3967,0,650,inf,1507.0,2416,3813
821,openb-pod-7452,0,470,6612.0,3847.0,5850,10050
822,openb-pod-1711,0,650,inf,2849.0,4044,7531
823,openb-pod-2637,0,220,inf,25700.0,46980,67937
824,openb-pod-5385,0,470,inf,1094.0,1631,2648
825,openb-pod-4670,0,650,inf,1727.0,2601,4371
826,openb-pod-6271,0,470,inf,2031.0,2918,4918
827,openb-pod-5430,0,320,6570.0,5365.0,9250,13242
828,openb-pod-6318,0,320,inf,5366.0,8054,14220
829,openb-pod-6304,0,470,inf,3333.0,6076,8448
830,openb-pod-6626,0,110,inf,8363.0,16321,21838
831,openb-pod-3602,0,460,inf,1379.0,2102,3630
832,openb-pod-7500,0,650,inf,2557.0,3848,6577
833,openb-pod-3883,0,160,inf,4445.0,8143,10888
834,openb-pod-1815,0,160,inf,3036.0,5315,7644
835,openb-pod-6882,0,320,inf,3118.0,4614,7600
836,openb-pod-6953,0,650,inf,1507.0,2953,3847
837,openb-pod-3637,0,320,inf,10811.0,18570,28306
838,openb-pod-6810,0,320,inf,12578.0,19242,30674
839,openb-pod-1151,0,460,12241.0,5758.0,8776,14280
840,openb-pod-6720,0,460,inf,1799.0,2837,4699
841,openb-pod-1865,0,320,inf,14776.0,27970,37936
842,openb-pod-6662,0,470,inf,1020.0,1984,2481
843,openb-pod-7940,0,470,inf,2734.0,4844,7032
844,openb-pod-7832,0,220,inf,2755.0,5241,7276
845,openb-pod-1544,0,160,inf,2175.0,3880,5442
846,openb-pod-5811,0,470,inf,1313.0,2139,3286
847,openb-pod-5086,0,470,inf,1051.0,1532,2596
848,openb-pod-2786,0,220,inf,13778.0,23859,34181
849,openb-pod-6888,0,810,inf,133432.0,255033,329055
850,openb-pod-5649,0,650,inf,1280.0,2284,3267
851,openb-pod-1700,0,480,inf,8520.0,16854,22379
852,openb-pod-5882,0,320,inf,2730.0,4098,7162
853,openb-pod-7111,0,320,inf,5641.0,11024,14248
854,openb-pod-2953,0,460,inf,1379.0,1930,3396
855,openb-pod-3801,0,650,inf,1903.0,3741,4919
856,openb-pod-5441,0,160,inf,6486.0,9117,15662
857,openb-pod-6171,0,650,5087.0,2708.0,4713,6651
858,openb-pod-1510,0,320,inf,25901.0,51046,68005
859,openb-pod-4350,0,320,inf,8595.0,13923,20747
860,openb-pod-4558,0,470,inf,1245.0,2297,3269
861,openb-pod-3760,0,650,inf,2490.0,4037,6033
862,openb-pod-7091,0,160,77577.0,26313.0,46854,66338
863,openb-pod-3870,0,320,inf,11810.0,20858,29305
864,openb-pod-8066,0,470,inf,4103.0,8081,10232
865,openb-pod-7632,0,470,inf,6372.0,9167,15640
866,openb-pod-1340,0,320,inf,15578.0,23205,38264
867,openb-pod-6676,0,220,inf,14192.0,26342,35712
868,openb-pod-4997,0,470,inf,1051.0,2100,2634
869,openb-pod-5548,0,470,inf,1232.0,1930,3017
870,openb-pod-6748,0,110,inf,374115.0,545186,957037
871,openb-pod-3552,0,320,inf,16793.0,29950,40859
872,openb-pod-3500,0,230,inf,1475.0,2493,3789
873,openb-pod-1905,0,320,inf,2323.0,4053,5886
874,openb-pod-1662,0,320,inf,3646.0,5923,9320
875,openb-pod-3518,0,320,4142.0,2563.0,4597,6171
876,openb-pod-5589,0,650,inf,1507.0,2936,3879
877,openb-pod-6776,0,220,inf,1106.0,1846,2719
878,openb-pod-3285,0,650,inf,1281.0,2289,3376
879,openb-pod-6992,0,220,inf,13778.0,21755,35535
880,openb-pod-3013,0,320,inf,43251.0,77658,109933
881,openb-pod-7524,0,160,inf,2879.0,5180,7393
882,openb-pod-2058,0,470,inf,2995.0,4335,7646
883,openb-pod-4651,0,230,1703.0,1095.0,2054,2880
884,openb-pod-3071,0,470,inf,3238910.0,4750730,8068889
885,openb-pod-1119,0,470,inf,9483.0,16596,23754
886,openb-pod-4475,0,460,inf,7380.0,10976,19219
887,openb-pod-7231,0,470,inf,1567.0,2338,3854
888,openb-pod-5076,0,470,inf,3521.0,6679,8905
889,openb-pod-2205,0,650,inf,1245.0,2049,3093
890,openb-pod-2089,0,650,inf,6875.0,11669,17536
891,openb-pod-1324,0,810,inf,42576.0,79511,107335
892,openb-pod-7476,0,320,inf,5642.0,9033,14807
893,openb-pod-7437,0,220,inf,55562.0,90419,138394
894,openb-pod-4005,0,470,inf,3770.0,7001,9994
895,openb-pod-5247,0,810,inf,44558.0,73590,114303
896,openb-pod-6990,0,460,inf,2401.0,4511,6339
897,openb-pod-1990,0,460,inf,25439.0,38730,67539
898,openb-pod-1186,0,650,inf,3575.0,5132,8908
899,openb-pod-3583,0,460,5247.0,1796.0,2941,4578
900,openb-pod-5590,0,810,inf,14575.0,25208,37647
901,openb-pod-1479,0,470,inf,7026.0,11983,18429
902,openb-pod-2495,0,650,inf,1950.0,2878,5125
903,openb-pod-7319,0,110,inf,3100.0,5012,8140
904,openb-pod-3103,0,650,inf,1138.0,2197,2835
905,openb-pod-6709,0,330,inf,18162.0,26300,43616
906,openb-pod-7615,0,320,inf,4538.0,8034,11433
907,openb-pod-7637,0,160,inf,20604.0,34233,53898
908,openb-pod-4511,0,320,inf,23537.0,44334,62399
909,openb-pod-6322,0,460,inf,10212916.0,14536555,24956732
910,openb-pod-4437,0,460,inf,4328.0,7228,10634
911,openb-pod-3219,0,160,34435.0,24014.0,41431,59786
912,openb-pod-6732,0,470,inf,2348.0,4364,6181
913,openb-pod-1641,0,460,inf,1049.0,2011,2643
914,openb-pod-2480,0,470,inf,5708.0,10795,14855
915,openb-pod-5718,0,110,inf,4342.0,7580,10913
916,openb-pod-8082,0,220,inf,9928.0,19253,25496
917,openb-pod-6638,0,650,inf,1126.0,2109,2939
918,openb-pod-2252,0,650,inf,1854.0,2859,4778
919,openb-pod-1465,0,320,inf,4837.0,9311,12016
920,openb-pod-6756,0,470,inf,8999.0,12716,23361
921,openb-pod-2553,0,160,inf,24015.0,47554,59027
922,openb-pod-2611,0,650,inf,3212.0,5605,7999
923,openb-pod-6475,0,320,inf,1199.0,2179,3173
924,openb-pod-5465,0,220,inf,10228.0,16051,24629
925,openb-pod-5431,0,460,inf,1766.0,2917,4562
926,openb-pod-2536,0,460,inf,1018.0,1902,2445
927,openb-pod-8019,0,320,inf,12549.0,19056,32474
928,openb-pod-4149,0,650,inf,1190.0,2060,2984
929,openb-pod-3539,0,470,inf,4246.0,8013,10240
930,openb-pod-3769,0,650,inf,2227.0,4033,5458
931,openb-pod-3192,0,110,inf,9059.0,17063,21790
932,openb-pod-1497,0,650,inf,1772.0,3155,4555
933,openb-pod-5919,0,220,inf,10228.0,15685,24886
934,openb-pod-1413,0,460,inf,1858.0,3220,4901
935,openb-pod-6751,0,460,inf,1798.0,3554,4690
936,openb-pod-1387,0,160,inf,1256.0,2412,3103
937,openb-pod-6520,0,460,inf,2399.0,3782,6164
938,openb-pod-2695,0,650,inf,13690.0,24100,34500
939,openb-pod-2409,0,320,inf,3855.0,5848,9282
940,openb-pod-1094,0,230,inf,2524.0,4766,6362
941,openb-pod-2521,0,460,inf,1350.0,2106,3307
942,openb-pod-3215,0,220,inf,10704.0,19614,25838
943,openb-pod-7551,0,320,inf,10586.0,19984,26273
944,openb-pod-4843,0,320,inf,4379.0,7222,11457
945,openb-pod-3951,0,460,4736.0,1798.0,2656,4645
946,openb-pod-5494,0,220,inf,4718.0,8443,12406
947,openb-pod-4194,0,460,inf,12475899.0,23222406,30102075
948,openb-pod-4544,0,160,4194.0,2259.0,4440,5834
949,openb-pod-5974,0,460,inf,11939.0,22781,28836
950,openb-pod-1249,0,320,inf,5490.0,7690,14213
951,openb-pod-3302,0,470,inf,1411.0,2725,3545
